Id,SalePrice
1892,98956.7077679
1893,123872.60375
1894,123477.26658
1895,134760.754805
1896,127948.54208
1897,115755.829388
1898,110101.496473
1899,162113.700603
1900,157043.2834
1901,168779.820421
1902,151358.393607
1903,218264.633343
1904,148784.600081
1905,199694.919312
1906,157156.503284
1907,204962.956251
1908,111217.965228
1909,133329.196871
1910,120014.649647
1911,221735.230394
1912,331311.580754
1913,143774.421928
1914,52879.9794648
1915,297254.789441
1916,64781.1931104
1917,256319.573135
1918,140861.92775
1919,174378.695614
1920,152069.032442
1921,391486.387602
1922,324149.700735
1923,229374.740817
1924,216073.310065
1925,195982.8837
1926,374043.964794
1927,134090.514598
1928,157564.882086
1929,124691.8554
1930,134061.357582
1931,142348.698498
1932,141305.738469
1933,183091.82613
1934,182582.1348
1935,169770.28686
1936,194031.74038
1937,185350.45283
1938,169575.328441
1939,242234.275243
1940,192042.552576
1941,170631.835869
1942,185589.519766
1943,210836.033217
1944,367494.610721
1945,397181.783497
1946,131322.226119
1947,275062.692772
1948,171866.457618
1949,245306.401679
1950,190628.093241
1951,246150.653649
1952,206236.60925
1953,164138.81616
1954,182640.426326
1955,135866.490224
1956,298209.805413
1957,151653.973723
1958,306281.231189
1959,143210.962798
1960,115365.27999
1961,120597.461546
1962,98048.3379976
1963,104885.007975
1964,107284.625764
1965,140929.065236
1966,141216.788308
1967,289127.493951
1968,419763.331991
1969,392532.13007
1970,416976.051079
1971,458114.510076
1972,385168.369708
1973,263509.381609
1974,336036.174177
1975,433728.346688
1976,276295.175891
1977,354634.746114
1978,351410.673379
1979,329695.973239
1980,202275.324348
1981,343590.263122
1982,219205.328999
1983,205821.205186
1984,169592.338582
1985,223674.468516
1986,209872.686369
1987,183228.98836
1988,175203.234554
1989,191621.932872
1990,208150.728662
1991,228200.380831
1992,213853.190226
1993,168133.582181
1994,232635.103287
1995,185491.646957
1996,251391.312442
1997,318143.549218
1998,323035.302615
1999,276332.83139
2000,318638.149091
2001,269885.942726
2002,243406.492242
2003,258421.003906
2004,276114.222988
2005,226668.866861
2006,222725.952287
2007,251342.650619
2008,215010.297184
2009,194796.558484
2010,198406.506384
2011,145382.464629
2012,176763.494442
2013,178476.799962
2014,182779.121382
2015,209447.395419
2016,189539.425781
2017,193503.514956
2018,119439.686582
2019,132470.797862
2020,103830.68426
2021,104444.363124
2022,181929.142509
2023,143138.482103
2024,265009.703109
2025,351968.289592
2026,174815.885041
2027,157019.764489
2028,155039.550178
2029,168846.245028
2030,267395.295298
2031,232714.14536
2032,254105.895123
2033,259690.172328
2034,172086.018441
2035,218413.845789
2036,201666.636923
2037,207659.932228
2038,313262.047362
2039,233255.640595
2040,269274.171089
2041,296190.5064
2042,205932.793695
2043,173327.814018
2044,175194.397699
2045,215550.764188
2046,145533.854572
2047,146804.204962
2048,141505.039815
2049,143128.263862
2050,181170.184659
2051,106110.163107
2052,125396.736421
2053,148391.915512
2054,85723.2980225
2055,159972.752484
2056,147449.520607
2057,112910.322539
2058,217922.915934
2059,133066.290454
2060,171771.660945
2061,178076.923308
2062,129374.176293
2063,115986.711869
2064,138138.165581
2065,118997.019663
2066,163746.345873
2067,113516.511563
2068,149619.733803
2069,87691.2688485
2070,117225.009492
2071,94018.9664993
2072,135063.906239
2073,134670.582726
2074,188964.651406
2075,151137.48113
2076,121623.023137
2077,151922.519605
2078,126324.085541
2079,134199.720135
2080,117548.324786
2081,129300.357349
2082,124616.464503
2083,149902.519558
2084,110107.059361
2085,115353.197887
2086,116270.744135
2087,124211.958797
2088,97389.0652018
2089,76160.9047567
2090,124386.022747
2091,110194.81188
2092,120988.480767
2093,115593.883769
2094,113812.067355
2095,147416.836949
2096,82913.7226957
2097,96704.5979944
2098,148599.129201
2099,51797.0480124
2100,78368.35204
2101,118792.428572
2102,128786.397527
2103,105821.842845
2104,140196.81041
2105,127433.259696
2106,67507.4083053
2107,192950.070999
2108,116083.836981
2109,110435.776507
2110,128830.151958
2111,138668.108136
2112,137895.914344
2113,119886.960516
2114,119822.088384
2115,162484.286747
2116,119473.940594
2117,151831.871919
2118,126215.150033
2119,108468.551301
2120,113450.869292
2121,97734.7664631
2122,112871.332615
2123,83368.0603285
2124,162382.081101
2125,129819.720538
2126,147034.438184
2127,162394.862016
2128,125283.800624
2129,96876.8067634
2130,136646.642539
2131,144941.605069
2132,113871.676197
2133,123504.860839
2134,123747.278989
2135,99462.2556086
2136,77618.0324032
2137,107782.562849
2138,132439.503809
2139,152978.098942
2140,140096.003115
2141,162669.912699
2142,125046.463874
2143,147921.820306
2144,124205.02229
2145,137436.901693
2146,170623.466138
2147,142248.812487
2148,133759.04925
2149,149111.258031
2150,235921.655101
2151,116913.524735
2152,172646.413874
2153,161602.867944
2154,101803.154917
2155,140317.126685
2156,262641.377862
2157,226577.997503
2158,236171.602265
2159,212989.10218
2160,180114.489184
2161,239324.678308
2162,357874.997308
2163,333877.38653
2164,257179.820693
2165,202707.737747
2166,158007.907863
2167,220206.788898
2168,192069.549331
2169,198294.127559
2170,218097.736559
2171,158482.819706
2172,133686.632817
2173,170681.037549
2174,223488.393867
2175,308046.602822
2176,314109.591749
2177,237842.880294
2178,213258.622623
2179,137266.546549
2180,214327.607555
2181,192325.01299
2182,223176.26149
2183,189165.558005
2184,121285.541632
2185,127870.678138
2186,146095.975996
2187,153752.767673
2188,155848.354485
2189,257107.42251
2190,81587.7213318
2191,82130.56098
2192,89099.3989778
2193,110410.170096
2194,100349.23199
2195,103037.017244
2196,101506.980534
2197,115944.059946
2198,161089.588005
2199,179949.619214
2200,150296.721633
2201,147575.384485
2202,213140.082315
2203,139337.101331
2204,178603.729988
2205,117955.338309
2206,140635.171327
2207,226085.390686
2208,266690.253198
2209,241810.913375
2210,122410.759705
2211,120461.665973
2212,120313.171155
2213,104525.027441
2214,136165.043756
2215,101969.039654
2216,149097.809249
2217,70021.2405973
2218,68104.4202468
2219,67958.3652995
2220,54485.7295822
2221,298254.41376
2222,271968.587116
2223,282749.970471
2224,207630.011675
2225,118912.986293
2226,182658.686724
2227,198477.906998
2228,264871.590306
2229,251204.801361
2230,152296.764817
2231,210916.11835
2232,178618.200435
2233,176261.532263
2234,242463.580304
2235,215142.132478
2236,254001.250307
2237,318438.708487
2238,196269.81204
2239,110886.661026
2240,155009.774279
2241,154530.101321
2242,125516.95518
2243,132935.838089
2244,104875.669179
2245,102227.177359
2246,140997.821537
2247,116488.282985
2248,122285.269993
2249,120518.340869
2250,133373.739676
2251,108585.907917
2252,181820.715218
2253,152411.187331
2254,181580.040869
2255,185014.735087
2256,182833.93087
2257,207174.156217
2258,163855.802593
2259,174843.138975
2260,161840.303886
2261,196244.817424
2262,211100.924986
2263,375208.505643
2264,438770.39585
2265,173615.309489
2266,312493.773812
2267,358281.151902
2268,430981.625321
2269,151547.636334
2270,200273.438315
2271,217111.189377
2272,195298.792436
2273,165398.956928
2274,177031.491107
2275,154825.709393
2276,190649.599276
2277,183194.599378
2278,148903.067679
2279,126289.245314
2280,118268.107405
2281,162405.073651
2282,181660.47186
2283,108331.671478
2284,111759.332571
2285,143273.203191
2286,123619.156608
2287,370453.795486
2288,271795.726413
2289,368466.987945
2290,452510.563543
2291,336712.456171
2292,440512.885611
2293,466602.411177
2294,409186.793751
2295,464685.859816
2296,280214.737459
2297,336814.367179
2298,333442.753578
2299,356728.561349
2300,342512.643939
2301,308352.767396
2302,248581.763642
2303,246911.233568
2304,254640.34961
2305,190542.494148
2306,185412.337045
2307,193559.443277
2308,229059.104677
2309,285389.871631
2310,211730.248441
2311,197443.862055
2312,177897.455105
2313,173259.463567
2314,172423.972541
2315,182217.047586
2316,193760.23911
2317,186272.922961
2318,179422.628911
2319,183255.413142
2320,187399.147979
2321,238502.465253
2322,178842.94193
2323,196652.082755
2324,179953.204486
2325,214852.8644
2326,176294.209445
2327,203750.104048
2328,223632.169734
2329,191557.938072
2330,180061.618056
2331,343788.726535
2332,400074.48625
2333,323542.722508
2334,257879.883921
2335,283632.586603
2336,314036.924386
2337,197301.620703
2338,267465.069411
2339,220101.76061
2340,392195.309073
2341,212181.028082
2342,237091.994613
2343,228932.317869
2344,211539.586158
2345,238090.452117
2346,212014.539327
2347,196227.229485
2348,240388.317502
2349,180601.089431
2350,310905.325438
2351,254187.769214
2352,254412.265344
2353,236963.040813
2354,139292.223493
2355,147858.456551
2356,153098.114003
2357,190209.362725
2358,196004.795582
2359,133773.464275
2360,115866.114594
2361,146072.577947
2362,258800.518536
2363,140067.602592
2364,159662.732549
2365,215924.694457
2366,194529.078938
2367,224369.19686
2368,211599.987208
2369,218562.171565
2370,170246.700371
2371,165394.258685
2372,191347.544031
2373,284921.121553
2374,316094.014594
2375,257616.425941
2376,269218.406881
2377,331345.413361
2378,144161.527055
2379,193628.500069
2380,148251.733219
2381,167112.152071
2382,215801.834536
2383,205388.072667
2384,245077.384882
2385,162385.87629
2386,133768.757862
2387,136762.491482
2388,103083.689725
2389,119848.138733
2390,149864.959406
2391,146362.954607
2392,114498.09627
2393,173202.269005
2394,144020.821515
2395,210319.650532
2396,143534.539661
2397,223114.164774
2398,136121.222444
2399,64644.8644998
2400,61453.7362665
2401,120383.66549
2402,136677.596315
2403,146417.18448
2404,152618.13405
2405,159048.672225
2406,140348.332803
2407,124662.420694
2408,147669.029159
2409,120914.282417
2410,173586.603508
2411,114728.495897
2412,157733.349184
2413,129536.043929
2414,154848.904095
2415,133831.34935
2416,130004.612435
2417,131915.709687
2418,131750.092519
2419,127909.567039
2420,122212.390289
2421,150098.425043
2422,108462.345438
2423,115327.545509
2424,164956.879764
2425,197645.810337
2426,132401.519724
2427,132525.964659
2428,183139.822044
2429,113733.942609
2430,132922.089395
2431,109368.777393
2432,147664.746168
2433,148739.394774
2434,139024.653265
2435,151275.481081
2436,105752.343059
2437,103454.186266
2438,125049.491109
2439,104007.906668
2440,123476.99036
2441,94818.5223975
2442,99021.0490025
2443,125598.462973
2444,131611.663013
2445,85138.6452343
2446,131197.936537
2447,181381.373176
2448,130136.848641
2449,110857.416884
2450,153052.448216
2451,120202.294275
2452,191368.180754
2453,93091.7745511
2454,118951.372954
2455,121501.917497
2456,132163.40517
2457,136998.36219
2458,125498.646983
2459,106931.210262
2460,138646.268096
2461,125830.296108
2462,134074.638894
2463,124134.036785
2464,171721.49647
2465,141220.572973
2466,117506.594815
2467,132138.769403
2468,81035.0901151
2469,79506.0419783
2470,191908.791747
2471,215651.802943
2472,166101.666093
2473,116440.28034
2474,73882.7978379
2475,208076.592613
2476,114860.547778
2477,126578.956318
2478,151692.8848
2479,105484.56175
2480,154346.181406
2481,119980.313488
2482,126453.300799
2483,111736.210568
2484,122657.535536
2485,123647.479834
2486,151935.78199
2487,168150.570904
2488,165375.580236
2489,156891.437407
2490,146330.987423
2491,93027.3967821
2492,195413.899767
2493,154164.955635
2494,152211.316509
2495,88762.7518223
2496,238050.83495
2497,153284.999504
2498,108813.477703
2499,87389.356841
2500,120567.394655
2501,133802.491232
2502,145858.005373
2503,93834.4228053
2504,173098.157698
2505,226731.331317
2506,251233.540903
2507,278187.69064
2508,251326.433052
2509,217285.938392
2510,224264.27592
2511,176508.230689
2512,207409.400391
2513,219822.815253
2514,263352.125399
2515,150947.730092
2516,173074.543102
2517,145921.225311
2518,155613.695622
2519,233141.216658
2520,221309.130892
2521,190049.222541
2522,220650.200901
2523,120155.199994
2524,135040.382135
2525,148024.952929
2526,136900.071465
2527,117111.030487
2528,129120.760474
2529,133206.423368
2530,123514.762952
2531,254181.60556
2532,222366.898278
2533,193240.844106
2534,235874.863539
2535,298122.345881
2536,231358.317727
2537,243073.703812
2538,182995.149565
2539,190635.460801
2540,174407.08352
2541,184717.025627
2542,165133.786704
2543,122521.598309
2544,123898.620109
2545,137108.629039
2546,122807.170294
2547,139144.729553
2548,150254.791606
2549,152378.831395
2550,484787.725006
2551,139145.601901
2552,129589.09176
2553,75416.6553783
2554,96554.5832178
2555,113091.044754
2556,98770.5278171
2557,107967.691069
2558,148620.752285
2559,140530.291829
2560,154176.526834
2561,145561.176207
2562,138135.844675
2563,151025.103903
2564,201739.648395
2565,138344.796829
2566,154706.844163
2567,142440.717764
2568,204619.622058
2569,226287.428258
2570,118388.772662
2571,191613.29372
2572,155986.450641
2573,219478.930875
2574,286226.630427
2575,131109.855504
2576,119013.534165
2577,155555.110551
2578,82687.3329675
2579,64428.0457833
2580,86310.7206752
2581,94968.9657209
2582,99342.9683133
2583,274949.167791
2584,170518.580934
2585,182702.536356
2586,220209.191208
2587,200090.486795
2588,139845.279549
2589,151202.405618
2590,202719.691294
2591,220469.579002
2592,209731.524363
2593,258372.977292
2594,184465.814944
2595,208364.999844
2596,291755.234365
2597,186281.83483
2598,280459.807619
2599,342387.690275
2600,152177.125366
2601,144004.810557
2602,85471.2562683
2603,94276.7362579
2604,90053.3526329
2605,81938.3492012
2606,144714.277671
2607,195470.150569
2608,197639.512785
2609,172935.657813
2610,111472.349311
2611,126005.330401
2612,159873.030285
2613,131218.641282
2614,125000.604295
2615,153625.981405
2616,144366.873974
2617,185990.016088
2618,195306.013948
2619,199473.673317
2620,188375.688597
2621,176794.113094
2622,176156.699034
2623,245588.187604
2624,296425.570539
2625,295985.65339
2626,172906.799938
2627,169272.823993
2628,484438.463904
2629,494431.224202
2630,390087.214585
2631,469836.651876
2632,418122.977689
2633,314197.238313
2634,425840.426773
2635,158130.544577
2636,174719.438237
2637,178682.653051
2638,252504.848713
2639,191949.062848
2640,151618.622815
2641,104020.362477
2642,185750.057175
2643,103555.06508
2644,119387.072043
2645,110326.464387
2646,95628.3200291
2647,104122.207731
2648,141717.715265
2649,152773.168061
2650,137178.326561
2651,138316.380758
2652,399413.292623
2653,255961.423467
2654,249052.358627
2655,408647.159938
2656,327457.040779
2657,350037.923354
2658,308042.882208
2659,310032.905971
2660,365359.188086
2661,355623.122756
2662,364695.787224
2663,297886.892797
2664,276666.984179
2665,328218.679155
2666,283527.138591
2667,170443.07703
2668,184025.657289
2669,178411.683352
2670,277884.990773
2671,191027.607232
2672,192085.279068
2673,200491.049599
2674,193943.476677
2675,173520.133085
2676,194947.411557
2677,196804.644623
2678,247934.755868
2679,278559.815792
2680,292695.38505
2681,405888.624411
2682,324864.070246
2683,513530.389933
2684,322039.973657
2685,332661.020668
2686,249316.859439
2687,312722.191876
2688,218122.774764
2689,208483.598299
2690,417056.802591
2691,186100.096
2692,140824.715242
2693,196201.933033
2694,140236.041412
2695,192596.166523
2696,187093.589874
2697,183631.799169
2698,191329.440022
2699,166925.661394
2700,153538.762038
2701,149466.074824
2702,111879.803573
2703,128416.177386
2704,140052.66129
2705,116221.270622
2706,113542.114647
2707,124295.150642
2708,133929.404341
2709,104980.003899
2710,128184.004831
2711,268800.357663
2712,393718.09399
2713,170876.193154
2714,151113.858459
2715,170599.45512
2716,144806.913177
2717,189912.400113
2718,223437.894064
2719,152274.393876
2720,173836.153686
2721,131613.491399
2722,159848.265667
2723,145131.660127
2724,126294.688423
2725,130423.993691
2726,147396.336824
2727,175765.986856
2728,185746.463863
2729,149631.508785
2730,146353.821325
2731,134309.875064
2732,134368.735741
2733,159073.706442
2734,141939.500104
2735,132016.538187
2736,136368.251427
2737,122543.482336
2738,138462.86939
2739,159124.792767
2740,136395.730973
2741,145926.204652
2742,153561.246488
2743,153085.992808
2744,162467.912596
2745,140232.819757
2746,138150.325993
2747,154343.161544
2748,127206.486319
2749,128426.263844
2750,129188.668709
2751,135286.219276
2752,201951.313969
2753,145235.421507
2754,206985.739654
2755,135216.331634
2756,95111.0327423
2757,71770.216491
2758,86094.1730086
2759,162715.26577
2760,121581.543351
2761,141830.341984
2762,143453.626964
2763,185511.290288
2764,154313.441514
2765,290508.783383
2766,126244.324745
2767,87118.2641216
2768,132130.072287
2769,133527.739383
2770,143939.514938
2771,106848.15032
2772,111457.840188
2773,164731.264963
2774,139454.176359
2775,118035.678477
2776,142220.124861
2777,146180.339619
2778,104777.238932
2779,122242.721852
2780,97836.4334527
2781,97133.4659324
2782,94393.5183559
2783,98702.2345694
2784,122647.040167
2785,137287.099256
2786,69947.3569091
2787,125499.034193
2788,74529.8943061
2789,178421.029824
2790,93016.3359949
2791,111897.134703
2792,53570.1052674
2793,153999.774813
2794,101204.872412
2795,120092.926776
2796,100056.227641
2797,193108.165877
2798,108462.153446
2799,117482.385045
2800,68661.5126851
2801,112871.951953
2802,130053.042164
2803,168642.94712
2804,130269.176688
2805,99926.9704039
2806,84529.3550705
2807,159890.804754
2808,146951.574555
2809,131900.519531
2810,125607.890956
2811,159094.131249
2812,167126.853401
2813,155537.550807
2814,161580.506922
2815,99419.477985
2816,239753.938349
2817,155311.413079
2818,130510.232885
2819,165148.890534
2820,135052.772094
2821,105439.762603
2822,196345.180891
2823,309589.507676
2824,167612.911583
2825,153065.713283
2826,129912.360695
2827,138549.277586
2828,208875.431973
2829,209041.598519
2830,229907.189949
2831,177020.231195
2832,238604.219699
2833,302475.497839
2834,218326.891186
2835,225423.148497
2836,191935.436357
2837,155677.839296
2838,151812.216112
2839,174370.00983
2840,204444.536263
2841,205784.588405
2842,229442.652774
2843,147865.446929
2844,168397.975203
2845,126171.040379
2846,208798.505618
2847,207167.86089
2848,217548.912898
2849,196766.467335
2850,284344.115075
2851,216684.753798
2852,241940.672487
2853,233756.792037
2854,138246.353641
2855,197962.428954
2856,200065.422225
2857,190280.585383
2858,204113.535741
2859,108162.587897
2860,122915.487355
2861,125009.388841
2862,186032.535907
2863,126818.165417
2864,242620.279902
2865,142469.374089
2866,142701.046815
2867,97710.5451452
2868,93751.3345245
2869,101315.204766
2870,120446.299214
2871,84773.5558352
2872,51394.6333561
2873,97806.2144213
2874,138915.312059
2875,112852.052506
2876,164108.341085
2877,146001.638263
2878,164955.146964
2879,133900.450441
2880,103017.00427
2881,146087.14816
2882,174875.245198
2883,193901.242453
2884,203835.920723
2885,186747.88161
2886,228390.461622
2887,99557.7833519
2888,141204.168963
2889,58213.2952331
2890,81511.7209137
2891,135812.895791
2892,43056.3205532
2893,71098.0124827
2894,54937.415165
2895,317989.141469
2896,280153.337656
2897,205930.437691
2898,149388.52848
2899,216985.590581
2900,158068.951824
2901,211196.46429
2902,182734.944683
2903,334932.971435
2904,350499.579816
2905,86111.8741275
2906,196888.638732
2907,114217.581447
2908,130158.613533
2909,152819.016535
2910,78424.6730289
2911,83315.0550977
2912,147021.122912
2913,84448.427825
2914,79846.8064605
2915,86828.0572802
2916,84782.3361337
2917,163830.703267
2918,119063.831802
2919,227610.649377
